Zeitstempel;Ladezustand [%];Solarproduktion [W];Batterie Laden [W];Batterie Entladen [W];Netzeinspeisung [W];Netzbezug [W];"Summe ext. Produktion
  [W]";Summe Produktion [W];Hausverbrauch [W];Wallbox_Gewächshaus Laden [W];Summe Verbrauch [W];Abregelungsgrenze [W];PV (geschätzt) [W];BHKW (geschätzt) [W]
02.01.2026 22:00:00;100;0;0;18;780;0;5159;5159;4377;0;4377;29877;0;5300
02.01.2026 23:00:00;100;0;0;17;1297;0;5053;5053;3756;0;3756;29256;0;5300
03.01.2026 00:00:00;100;0;0;17;2192;0;5052;5052;2860;0;2860;28360;0;5300
03.01.2026 01:00:00;100;0;0;17;1655;0;5119;5119;3464;0;3464;28964;0;5300
03.01.2026 02:00:00;100;0;0;17;1640;0;5087;5087;3448;0;3448;28948;0;5300
03.01.2026 03:00:00;100;0;0;17;2592;31;5030;5030;2469;0;2469;27969;0;5300
03.01.2026 04:00:00;100;0;0;17;2147;0;5072;5072;2926;0;2926;28426;0;5300
03.01.2026 05:00:00;100;0;0;35;1449;51;5170;5170;3784;0;3784;29284;0;5300
03.01.2026 06:00:00;100;0;0;17;1983;0;5064;5064;3081;0;3081;28581;0;5300
03.01.2026 07:00:00;100;0;0;17;2643;0;5061;5061;2418;0;2418;27918;0;5300
03.01.2026 08:00:00;100;0;0;92;1278;13;5165;5165;3964;0;3964;29464;0;5300
03.01.2026 09:00:00;96;0;11;316;483;12;5067;5067;4852;0;4852;30352;0;5300
03.01.2026 10:00:00;100;0;712;9;2227;2;5260;5260;2282;0;2282;27782;5260;0
03.01.2026 11:00:00;100;0;0;17;3044;0;6063;6063;3019;0;3019;28519;6063;0
03.01.2026 12:00:00;100;0;0;55;2396;14;7360;7360;5007;0;5007;30507;7360;0
03.01.2026 13:00:00;100;0;0;17;9022;1;11240;11240;2219;0;2219;27719;11240;0
03.01.2026 14:00:00;100;0;0;17;5261;0;7498;7498;2238;0;2238;27738;7498;0
03.01.2026 15:00:00;100;0;0;17;2818;0;6471;6471;3654;0;3654;29154;6471;0
03.01.2026 16:00:00;100;0;0;17;2501;0;5360;5360;2860;0;2860;28360;60;5300
03.01.2026 17:00:00;100;0;0;75;2132;29;5118;5118;3067;0;3067;28567;0;5300
03.01.2026 18:00:00;100;0;0;295;612;22;5134;5134;4797;0;4797;30297;0;5300
03.01.2026 19:00:00;100;0;0;19;1021;0;5086;5086;4065;0;4065;29565;0;5300
03.01.2026 20:00:00;100;0;0;29;2136;40;5062;5062;2976;0;2976;28476;0;5300
03.01.2026 21:00:00;100;0;0;19;2619;0;5178;5178;2557;0;2557;28057;0;5300
03.01.2026 22:00:00;100;0;0;17;1182;0;5075;5075;3893;0;3893;29393;0;5300
03.01.2026 23:00:00;100;0;0;17;1511;0;5068;5068;3557;0;3557;29057;0;5300
04.01.2026 00:00:00;100;0;0;17;2636;0;5159;5159;2522;0;2522;28022;0;5300
04.01.2026 01:00:00;100;0;0;17;1990;0;5065;5065;3075;0;3075;28575;0;5300
04.01.2026 02:00:00;100;0;0;17;1288;0;5065;5065;3778;0;3778;29278;0;5300
04.01.2026 03:00:00;100;0;685;38;1653;7;5108;5108;2764;0;2764;28264;0;5300
04.01.2026 04:00:00;100;0;0;35;2530;38;5083;5083;2606;0;2606;28106;0;5300
04.01.2026 05:00:00;100;0;0;18;1262;0;5074;5074;3810;0;3810;29310;0;5300
04.01.2026 06:00:00;100;0;0;17;1769;0;5175;5175;3402;0;3402;28902;0;5300
04.01.2026 07:00:00;100;0;0;17;2497;0;5076;5076;2580;0;2580;28080;0;5300
04.01.2026 08:00:00;100;0;0;18;1796;0;5077;5077;3281;0;3281;28781;0;5300
04.01.2026 09:00:00;100;0;0;30;1336;9;5189;5189;3867;0;3867;29367;0;5300
04.01.2026 10:00:00;100;0;0;17;3590;0;5779;5779;2188;0;2188;27688;5779;0
04.01.2026 11:00:00;100;0;0;17;4317;0;6598;6598;2281;0;2281;27781;6598;0
04.01.2026 12:00:00;100;0;0;17;4013;0;8216;8216;4203;0;4203;29703;8216;0
04.01.2026 13:00:00;100;0;0;17;6719;2;9371;9371;2654;0;2654;28154;9371;0
04.01.2026 14:00:00;100;0;0;17;8597;0;10405;10405;1808;0;1808;27308;10405;0
04.01.2026 15:00:00;100;0;0;17;5216;0;7667;7667;2451;0;2451;27951;7667;0
04.01.2026 16:00:00;100;0;0;17;3255;0;6431;6431;3175;0;3175;28675;6431;0
04.01.2026 17:00:00;100;0;0;17;2741;0;5225;5225;2485;0;2485;27985;0;5300
04.01.2026 18:00:00;100;0;0;17;2257;0;5063;5063;2806;0;2806;28306;0;5300
04.01.2026 19:00:00;94;0;0;944;303;66;5162;5162;5808;0;5808;31308;0;5300
04.01.2026 20:00:00;96;0;818;363;71;12;5060;5060;4478;0;4478;29978;0;5300
04.01.2026 21:00:00;100;0;742;8;1694;0;5066;5066;2599;0;2599;28099;0;5300
04.01.2026 22:00:00;100;0;0;17;1559;0;5163;5163;3605;0;3605;29105;0;5300
04.01.2026 23:00:00;100;0;0;17;1202;0;5063;5063;3860;0;3860;29360;0;5300
05.01.2026 00:00:00;100;0;0;17;2266;0;5064;5064;2798;0;2798;28298;0;5300
05.01.2026 01:00:00;100;0;0;22;2664;43;5108;5108;2489;0;2489;27989;0;5300
05.01.2026 02:00:00;100;0;0;17;1304;0;5112;5112;3807;0;3807;29307;0;5300
05.01.2026 03:00:00;100;0;0;17;1772;42;5055;5055;3325;0;3325;28825;0;5300
05.01.2026 04:00:00;100;0;0;17;2748;0;5081;5081;2332;0;2332;27832;0;5300
05.01.2026 05:00:00;100;0;0;17;2065;0;5189;5189;3124;0;3124;28624;0;5300
05.01.2026 06:00:00;100;0;0;17;1275;0;5075;5075;3800;0;3800;29300;0;5300
05.01.2026 07:00:00;100;0;0;20;2086;85;5075;5075;3074;0;3074;28574;0;5300
05.01.2026 08:00:00;100;0;0;17;2611;0;5163;5163;2553;0;2553;28053;0;5300
05.01.2026 09:00:00;100;0;0;89;1019;25;5167;5167;4237;0;4237;29737;0;5300
05.01.2026 10:00:00;100;0;0;31;3295;4;6639;6639;3356;0;3356;28856;6639;0
05.01.2026 11:00:00;100;0;0;17;6561;0;8306;8306;1745;0;1745;27245;8306;0
05.01.2026 12:00:00;100;0;0;17;6778;0;9698;9698;2920;0;2920;28420;9698;0
05.01.2026 13:00:00;100;0;0;17;7662;0;10524;10524;2862;0;2862;28362;10524;0
05.01.2026 14:00:00;100;0;0;17;5773;0;11359;11359;5587;0;5587;31087;11359;0
05.01.2026 15:00:00;100;0;0;17;7097;2;9859;9859;2764;0;2764;28264;9859;0
05.01.2026 16:00:00;100;0;0;17;4354;0;7344;7344;2990;0;2990;28490;7344;0
05.01.2026 17:00:00;100;0;0;17;2248;0;5272;5272;3026;0;3026;28526;0;5300
05.01.2026 18:00:00;100;0;0;17;837;1;5139;5139;4303;0;4303;29803;0;5300
05.01.2026 19:00:00;96;0;132;623;869;77;5082;5082;4728;0;4728;30228;0;5300
05.01.2026 20:00:00;92;0;59;961;92;98;5083;5083;5913;0;5913;31413;0;5300
05.01.2026 21:00:00;96;0;1077;34;14;15;5171;5171;4071;0;4071;29571;0;5300
05.01.2026 22:00:00;97;0;297;170;37;20;5079;5079;4891;0;4891;30391;0;5300
05.01.2026 23:00:00;100;0;711;79;67;10;5082;5082;4347;0;4347;29847;0;5300
06.01.2026 00:00:00;100;0;0;18;1404;0;5173;5173;3766;0;3766;29266;0;5300
06.01.2026 01:00:00;100;0;0;25;2543;40;5083;5083;2585;0;2585;28085;0;5300
06.01.2026 02:00:00;100;0;0;17;2109;0;5086;5086;2977;0;2977;28477;0;5300
06.01.2026 03:00:00;100;0;0;17;1560;41;5135;5135;3616;0;3616;29116;0;5300
06.01.2026 04:00:00;100;0;0;17;2449;0;5101;5101;2651;0;2651;28151;0;5300
06.01.2026 05:00:00;100;0;0;17;2813;0;5097;5097;2284;0;2284;27784;0;5300
06.01.2026 06:00:00;100;0;0;17;1450;0;5184;5184;3734;0;3734;29234;0;5300
06.01.2026 07:00:00;100;0;0;17;1707;0;5090;5090;3383;0;3383;28883;0;5300
06.01.2026 08:00:00;100;0;0;17;2256;0;5090;5090;2834;0;2834;28334;0;5300
06.01.2026 09:00:00;100;0;0;42;1593;98;5125;5125;3647;0;3647;29147;5125;0
06.01.2026 10:00:00;100;0;0;54;1416;9;5182;5182;3806;0;3806;29306;5182;0
06.01.2026 11:00:00;95;0;0;928;1122;72;5310;5310;5112;0;5112;30612;5310;0
06.01.2026 12:00:00;97;0;968;322;455;12;5695;5695;4536;0;4536;30036;5695;0
06.01.2026 13:00:00;98;0;676;646;592;16;5923;5923;5246;0;5246;30746;5923;0
06.01.2026 14:00:00;89;0;288;2355;70;193;5534;5534;7544;0;7544;33044;5534;0
06.01.2026 15:00:00;87;0;535;833;21;24;5235;5235;5455;0;5455;30955;5235;0
06.01.2026 16:00:00;80;0;100;1706;27;75;5210;5210;6747;0;6747;32247;0;5300
06.01.2026 17:00:00;74;0;288;1551;23;80;5092;5092;6283;0;6283;31783;0;5300
06.01.2026 18:00:00;77;0;955;357;17;16;5098;5098;4416;0;4416;29916;0;5300
06.01.2026 19:00:00;84;0;1555;72;16;15;5195;5195;3623;0;3623;29123;0;5300
06.01.2026 20:00:00;86;0;679;474;64;69;5099;5099;4822;0;4822;30322;0;5300
06.01.2026 21:00:00;82;0;299;1139;37;47;5110;5110;5866;0;5866;31366;0;5300
06.01.2026 22:00:00;91;0;2192;5;14;14;5208;5208;2909;0;2909;28409;0;5300
06.01.2026 23:00:00;99;0;1674;0;352;18;5126;5126;3041;0;3041;28541;0;5300
07.01.2026 00:00:00;100;0;289;14;995;0;5105;5105;3804;0;3804;29304;0;5300
07.01.2026 01:00:00;100;0;0;17;1922;0;5147;5147;3225;0;3225;28725;0;5300
07.01.2026 02:00:00;100;0;0;17;2978;0;5182;5182;2205;0;2205;27705;0;5300
07.01.2026 03:00:00;100;0;0;17;1918;29;5066;5066;3177;0;3177;28677;0;5300
07.01.2026 04:00:00;100;0;0;17;1503;0;5122;5122;3618;0;3618;29118;0;5300
07.01.2026 05:00:00;100;0;0;17;2675;0;5212;5212;2538;0;2538;28038;0;5300
07.01.2026 06:00:00;100;0;0;79;2607;86;5124;5124;2653;0;2653;28153;0;5300
07.01.2026 07:00:00;97;0;231;623;436;143;5119;5119;5156;0;5156;30656;0;5300
07.01.2026 08:00:00;86;0;423;2982;11;6164;5209;5209;13658;0;13658;39158;0;5300
07.01.2026 09:00:00;66;0;136;4411;19;8785;5109;5109;17758;0;17758;43258;5109;0
07.01.2026 10:00:00;52;0;412;3463;64;5701;5415;5415;13775;0;13775;39275;5415;0
07.01.2026 11:00:00;42;0;650;2664;51;3338;5901;5901;10918;0;10918;36418;5901;0
07.01.2026 12:00:00;57;0;3304;2;79;46;6274;6274;2685;0;2685;28185;6274;0
07.01.2026 13:00:00;73;0;3527;3;1217;33;8746;8746;3763;0;3763;29263;8746;0
07.01.2026 14:00:00;92;0;4156;0;1739;1;9965;9965;3742;0;3742;29242;9965;0
07.01.2026 15:00:00;100;0;1574;6;3925;0;9102;9102;3514;0;3514;29014;9102;0
07.01.2026 16:00:00;100;0;0;17;4058;0;6804;6804;2746;0;2746;28246;6804;0
07.01.2026 17:00:00;97;0;35;613;1168;26;5169;5169;4561;0;4561;30061;0;5300
07.01.2026 18:00:00;94;0;92;839;11;18;5187;5187;5873;0;5873;31373;0;5300
07.01.2026 19:00:00;89;0;296;1383;27;27;5110;5110;6083;0;6083;31583;0;5300
07.01.2026 20:00:00;90;0;1028;755;35;60;5100;5100;4744;0;4744;30244;0;5300
07.01.2026 21:00:00;91;0;460;271;11;12;5214;5214;4978;0;4978;30478;0;5300
07.01.2026 22:00:00;93;0;539;112;10;10;5105;5105;4632;0;4632;30132;0;5300
07.01.2026 23:00:00;99;0;1389;0;328;4;5098;5098;3319;0;3319;28819;0;5300
08.01.2026 00:00:00;100;0;144;15;1781;0;5202;5202;3269;0;3269;28769;0;5300
08.01.2026 01:00:00;100;0;0;17;999;0;5105;5105;4106;0;4106;29606;0;5300
08.01.2026 02:00:00;100;0;0;17;1906;0;5099;5099;3194;0;3194;28694;0;5300
08.01.2026 03:00:00;100;0;0;17;2560;35;5151;5151;2627;0;2627;28127;0;5300
08.01.2026 04:00:00;100;0;0;18;1095;0;5093;5093;3996;0;3996;29496;0;5300
08.01.2026 05:00:00;100;0;0;17;1308;0;5096;5096;3788;0;3788;29288;0;5300
08.01.2026 06:00:00;100;0;0;17;2407;0;5192;5192;2785;0;2785;28285;0;5300
08.01.2026 07:00:00;100;0;0;60;1320;11;5098;5098;3819;0;3819;29319;0;5300
08.01.2026 08:00:00;100;0;0;78;536;12;5100;5100;4618;0;4618;30118;0;5300
08.01.2026 09:00:00;100;0;0;29;934;19;5117;5117;4210;0;4210;29710;5117;0
08.01.2026 10:00:00;100;0;0;27;2593;2;5290;5290;2707;0;2707;28207;5290;0
08.01.2026 11:00:00;100;0;0;37;2088;1;5514;5514;3442;0;3442;28942;5514;0
08.01.2026 12:00:00;100;0;0;138;1719;20;5891;5891;4304;0;4304;29804;5891;0
08.01.2026 13:00:00;100;0;0;23;3003;0;6508;6508;3507;0;3507;29007;6508;0
08.01.2026 14:00:00;100;0;0;17;5280;0;7307;7307;2027;0;2027;27527;7307;0
08.01.2026 15:00:00;100;0;0;17;2884;0;6232;6232;3348;0;3348;28848;6232;0
08.01.2026 16:00:00;100;0;0;17;2517;0;5962;5962;3446;0;3446;28946;662;5300
08.01.2026 17:00:00;100;0;0;122;1268;10;5157;5157;3988;0;3988;29488;0;5300
08.01.2026 18:00:00;95;0;0;410;861;10;5097;5097;4620;0;4620;30120;0;5300
08.01.2026 19:00:00;88;0;0;1699;27;27;5188;5188;6788;0;6788;32288;0;5300
08.01.2026 20:00:00;84;0;332;1098;38;62;5094;5094;5788;0;5788;31288;0;5300
08.01.2026 21:00:00;83;0;444;658;11;10;5102;5102;5250;0;5250;30750;0;5300
08.01.2026 22:00:00;83;0;313;306;13;13;5192;5192;5133;0;5133;30633;0;5300
08.01.2026 23:00:00;87;0;762;23;11;10;5087;5087;4290;0;4290;29790;0;5300
09.01.2026 00:00:00;95;0;1965;0;8;8;5095;5095;3039;0;3039;28539;0;5300
09.01.2026 01:00:00;100;0;966;6;840;1;5122;5122;3271;0;3271;28771;0;5300
09.01.2026 02:00:00;99;0;0;17;1182;0;5175;5175;3993;0;3993;29493;0;5300
09.01.2026 03:00:00;99;0;0;17;1852;53;5067;5067;3267;0;3267;28767;0;5300
09.01.2026 04:00:00;99;0;0;17;2553;0;5152;5152;2599;0;2599;28099;0;5300
09.01.2026 05:00:00;99;0;0;17;1662;0;5199;5199;3538;0;3538;29038;0;5300
09.01.2026 06:00:00;99;0;0;116;1064;21;5101;5101;4150;0;4150;29650;0;5300
09.01.2026 07:00:00;98;0;0;18;1968;3;5098;5098;3130;0;3130;28630;0;5300
09.01.2026 08:00:00;98;0;0;17;1808;0;5199;5199;3391;0;3391;28891;0;5300
09.01.2026 09:00:00;98;0;0;18;1297;10;5373;5373;4086;0;4086;29586;5373;0
09.01.2026 10:00:00;98;0;0;17;2839;0;6326;6326;3487;0;3487;28987;6326;0
09.01.2026 11:00:00;98;0;0;17;4819;0;7308;7308;2489;0;2489;27989;7308;0
09.01.2026 12:00:00;100;0;450;107;1835;44;7843;7843;5665;0;5665;31165;7843;0
09.01.2026 13:00:00;100;0;0;21;4995;1;8961;8961;3967;0;3967;29467;8961;0
09.01.2026 14:00:00;100;0;0;17;6055;0;8650;8650;2595;0;2595;28095;8650;0
09.01.2026 15:00:00;100;0;0;17;4362;0;6959;6959;2596;0;2596;28096;6959;0
09.01.2026 16:00:00;100;0;0;21;1855;1;5782;5782;3929;0;3929;29429;482;5300
09.01.2026 17:00:00;100;0;0;17;2172;0;5294;5294;3123;0;3123;28623;0;5300
09.01.2026 18:00:00;100;0;0;180;1153;22;5184;5184;4205;0;4205;29705;0;5300
09.01.2026 19:00:00;100;0;0;201;481;15;5109;5109;4809;0;4809;30309;0;5300
09.01.2026 20:00:00;100;0;0;78;634;10;5110;5110;4541;0;4541;30041;0;5300
09.01.2026 21:00:00;100;0;0;17;2014;0;5210;5210;3196;0;3196;28696;0;5300
09.01.2026 22:00:00;100;0;0;17;1661;0;5119;5119;3459;0;3459;28959;0;5300
09.01.2026 23:00:00;100;0;0;18;675;0;5123;5123;4446;0;4446;29946;0;5300
10.01.2026 00:00:00;100;0;0;17;1666;0;5228;5228;3563;0;3563;29063;0;5300
10.01.2026 01:00:00;100;0;0;17;2123;0;5125;5125;3003;0;3003;28503;0;5300
10.01.2026 02:00:00;100;0;0;17;1451;0;5113;5113;3662;0;3662;29162;0;5300
10.01.2026 03:00:00;100;0;0;17;1093;50;5161;5161;4118;0;4118;29618;0;5300
10.01.2026 04:00:00;100;0;0;17;2432;0;5147;5147;2715;0;2715;28215;0;5300
10.01.2026 05:00:00;100;0;0;17;2037;0;5127;5127;3090;0;3090;28590;0;5300
10.01.2026 06:00:00;100;0;0;17;839;0;5216;5216;4377;0;4377;29877;0;5300
10.01.2026 07:00:00;100;0;0;17;1553;0;5120;5120;3566;0;3566;29066;0;5300
10.01.2026 08:00:00;100;0;0;17;2225;0;5116;5116;2891;0;2891;28391;0;5300
10.01.2026 09:00:00;99;0;753;59;447;32;5174;5174;4020;0;4020;29520;5174;0
10.01.2026 10:00:00;100;0;54;32;2268;3;5840;5840;3527;0;3527;29027;5840;0
10.01.2026 11:00:00;100;0;0;17;2490;0;6391;6391;3901;0;3901;29401;6391;0
10.01.2026 12:00:00;100;0;0;17;2701;0;7157;7157;4455;0;4455;29955;7157;0
10.01.2026 13:00:00;100;0;0;17;4051;0;7825;7825;3773;0;3773;29273;7825;0
10.01.2026 14:00:00;100;0;0;17;3811;3;7427;7427;3618;0;3618;29118;7427;0
10.01.2026 15:00:00;100;0;0;33;2973;6;6485;6485;3531;0;3531;29031;6485;0
10.01.2026 16:00:00;100;0;0;17;2985;0;5527;5527;2540;0;2540;28040;227;5300
10.01.2026 17:00:00;100;0;0;18;1948;10;5144;5144;3206;0;3206;28706;0;5300
10.01.2026 18:00:00;100;0;0;186;1902;21;5124;5124;3403;0;3403;28903;0;5300
10.01.2026 19:00:00;95;0;185;840;482;29;5220;5220;5349;0;5349;30849;0;5300
10.01.2026 20:00:00;98;0;876;267;70;65;5103;5103;4432;0;4432;29932;0;5300
10.01.2026 21:00:00;100;0;409;31;1013;10;5118;5118;3704;0;3704;29204;0;5300
10.01.2026 22:00:00;96;0;0;811;209;22;5218;5218;5792;0;5792;31292;0;5300
10.01.2026 23:00:00;97;0;568;392;16;15;5116;5116;4886;0;4886;30386;0;5300
11.01.2026 00:00:00;100;0;609;9;1053;1;5118;5118;3427;0;3427;28927;0;5300
11.01.2026 01:00:00;100;0;0;17;1891;0;5146;5146;3255;0;3255;28755;0;5300
11.01.2026 02:00:00;100;0;0;17;2020;0;5193;5193;3173;0;3173;28673;0;5300
11.01.2026 03:00:00;100;0;0;17;1987;36;5072;5072;3121;0;3121;28621;0;5300
11.01.2026 04:00:00;100;0;0;17;1968;0;5116;5116;3149;0;3149;28649;0;5300
11.01.2026 05:00:00;100;0;0;17;1918;0;5215;5215;3298;0;3298;28798;0;5300
11.01.2026 06:00:00;100;0;0;17;2013;0;5129;5129;3116;0;3116;28616;0;5300
11.01.2026 07:00:00;100;0;0;17;1832;0;5113;5113;3281;0;3281;28781;0;5300
11.01.2026 08:00:00;100;0;0;17;1870;0;5207;5207;3337;0;3337;28837;0;5300
11.01.2026 09:00:00;100;0;0;149;1067;29;5168;5168;4248;0;4248;29748;5168;0
11.01.2026 10:00:00;100;0;0;230;1381;12;5848;5848;4665;0;4665;30165;5848;0
11.01.2026 11:00:00;97;0;450;488;298;26;7370;7370;7072;0;7072;32572;7370;0
11.01.2026 12:00:00;94;0;578;1265;163;202;8371;8371;8971;0;8971;34471;8371;0
11.01.2026 13:00:00;100;0;1215;4;2291;2;8351;8351;4791;0;4791;30291;8351;0
11.01.2026 14:00:00;100;0;0;17;4351;0;7624;7624;3273;0;3273;28773;7624;0
11.01.2026 15:00:00;100;0;0;17;3172;6;6668;6668;3503;0;3503;29003;6668;0
11.01.2026 16:00:00;100;0;0;20;2504;1;5812;5812;3309;0;3309;28809;512;5300
11.01.2026 17:00:00;100;0;0;18;1833;3;5211;5211;3384;0;3384;28884;0;5300
11.01.2026 18:00:00;100;0;0;17;1679;0;5192;5192;3511;0;3511;29011;0;5300
11.01.2026 19:00:00;95;0;117;1040;334;56;5125;5125;5694;0;5694;31194;0;5300
11.01.2026 20:00:00;89;0;204;1583;83;124;5129;5129;6431;0;6431;31931;0;5300
11.01.2026 21:00:00;91;0;611;358;16;16;5219;5219;4913;0;4913;30413;0;5300
11.01.2026 22:00:00;91;0;560;440;13;13;5121;5121;4945;0;4945;30445;0;5300
11.01.2026 23:00:00;96;0;1091;0;9;9;5122;5122;3978;0;3978;29478;0;5300
12.01.2026 00:00:00;100;0;850;5;545;3;5230;5230;3798;0;3798;29298;0;5300
12.01.2026 01:00:00;100;0;0;17;1486;0;5147;5147;3662;0;3662;29162;0;5300
12.01.2026 02:00:00;100;0;0;17;1518;0;5133;5133;3615;0;3615;29115;0;5300
12.01.2026 03:00:00;100;0;0;17;1681;43;5163;5163;3525;0;3525;29025;0;5300
12.01.2026 04:00:00;100;0;0;17;1542;0;5134;5134;3591;0;3591;29091;0;5300
12.01.2026 05:00:00;100;0;0;17;1575;0;5134;5134;3559;0;3559;29059;0;5300
12.01.2026 06:00:00;100;0;0;17;1563;0;5219;5219;3656;0;3656;29156;0;5300
12.01.2026 07:00:00;100;0;0;91;1172;15;5126;5126;4034;0;4034;29534;0;5300
12.01.2026 08:00:00;93;0;0;1250;161;33;5118;5118;6174;0;6174;31674;0;5300
12.01.2026 09:00:00;84;0;51;2340;35;251;5165;5165;7505;0;7505;33005;5165;0
12.01.2026 10:00:00;85;0;683;258;39;38;5664;5664;5181;0;5181;30681;5664;0
12.01.2026 11:00:00;95;0;2143;5;53;52;6767;6767;4515;0;4515;30015;6767;0
12.01.2026 12:00:00;100;0;1132;5;2441;3;7284;7284;3665;0;3665;29165;7284;0
12.01.2026 13:00:00;100;0;0;17;3904;1;7522;7522;3618;0;3618;29118;7522;0
12.01.2026 14:00:00;100;0;0;95;3403;39;6841;6841;3552;0;3552;29052;6841;0
12.01.2026 15:00:00;95;0;343;1355;154;67;5872;5872;6701;0;6701;32201;5872;0
12.01.2026 16:00:00;97;0;856;393;30;20;5355;5355;4814;0;4814;30314;55;5300
12.01.2026 17:00:00;97;0;396;275;14;15;5114;5114;4954;0;4954;30454;0;5300
12.01.2026 18:00:00;93;0;274;1335;50;113;5119;5119;6125;0;6125;31625;0;5300
12.01.2026 19:00:00;98;0;1190;22;57;15;5212;5212;3941;0;3941;29441;0;5300
12.01.2026 20:00:00;97;0;328;626;27;24;5107;5107;5345;0;5345;30845;0;5300
