Zeitstempel;Ladezustand [%];Solarproduktion [W];Batterie Laden [W];Batterie Entladen [W];Netzeinspeisung [W];Netzbezug [W];"Summe ext. Produktion
  [W]";Summe Produktion [W];Hausverbrauch [W];Wallbox_Gewächshaus Laden [W];Summe Verbrauch [W];Abregelungsgrenze [W];PV (geschätzt) [W];BHKW (geschätzt) [W]
04.01.2023 19:00:00;100;0;0;17;1235;0;5125;5125;3891;;3891;29391;0;5300
04.01.2023 20:00:00;100;0;0;17;1312;0;5221;5221;3909;;3909;29409;0;5300
04.01.2023 21:00:00;100;0;0;17;2761;0;5122;5122;2361;;2361;27861;0;5300
04.01.2023 22:00:00;100;0;0;17;2888;0;5125;5125;2237;;2237;27737;0;5300
04.01.2023 23:00:00;100;0;0;17;3017;0;5200;5200;2184;;2184;27684;0;5300
05.01.2023 00:00:00;94;0;124;952;1214;14;4242;4242;3995;;3995;29495;0;5300
05.01.2023 01:00:00;81;0;0;3174;13;13;0;0;3417;;3417;28917;0;0
05.01.2023 02:00:00;73;0;0;1839;4;28;0;0;2419;;2419;27919;0;0
05.01.2023 03:00:00;64;0;0;1843;2;2;0;0;2432;;2432;27932;0;0
05.01.2023 04:00:00;56;0;0;1649;2;2;0;0;2433;;2433;27933;0;0
05.01.2023 05:00:00;63;0;2206;478;10;7;3930;3930;2546;;2546;28046;0;5300
05.01.2023 06:00:00;77;0;2944;0;8;7;5115;5115;2571;;2571;28071;0;5300
05.01.2023 07:00:00;89;0;2820;0;7;7;5214;5214;2685;;2685;28185;0;5300
05.01.2023 08:00:00;98;0;2038;26;64;13;5117;5117;3059;;3059;28559;0;5300
05.01.2023 09:00:00;100;0;332;17;1895;4;5131;5131;2845;;2845;28345;0;5300
05.01.2023 10:00:00;100;0;0;17;4093;0;5596;5596;1503;;1503;27003;5596;0
05.01.2023 11:00:00;100;0;0;17;4361;0;6327;6327;1967;;1967;27467;6327;0
05.01.2023 12:00:00;100;0;0;17;4466;0;6336;6336;1870;;1870;27370;6336;0
05.01.2023 13:00:00;100;0;0;17;5395;0;6612;6612;1217;;1217;26717;6612;0
05.01.2023 14:00:00;100;0;0;17;4681;0;5823;5823;1142;;1142;26642;5823;0
05.01.2023 15:00:00;100;0;0;17;4526;0;5789;5789;1263;;1263;26763;5789;0
05.01.2023 16:00:00;100;0;0;17;4483;0;5670;5670;1188;;1188;26688;370;5300
05.01.2023 17:00:00;100;0;0;17;3271;0;5146;5146;1875;;1875;27375;0;5300
05.01.2023 18:00:00;100;0;0;17;2971;0;5139;5139;2168;;2168;27668;0;5300
05.01.2023 19:00:00;100;0;0;17;2971;0;5228;5228;2257;;2257;27757;0;5300
05.01.2023 20:00:00;100;0;0;17;2787;0;5125;5125;2338;;2338;27838;0;5300
05.01.2023 21:00:00;100;0;0;17;2925;0;5123;5123;2198;;2198;27698;0;5300
05.01.2023 22:00:00;100;0;0;17;2544;1;5127;5127;2584;;2584;28084;0;5300
05.01.2023 23:00:00;100;0;0;18;1638;0;5189;5189;3551;;3551;29051;0;5300
06.01.2023 00:00:00;100;0;0;25;2179;27;5077;5077;2929;;2929;28429;0;5300
06.01.2023 01:00:00;91;0;0;1779;3;19;0;0;2429;;2429;27929;0;0
06.01.2023 02:00:00;84;0;0;1682;3;27;0;0;2416;;2416;27916;0;0
06.01.2023 03:00:00;77;0;0;1701;2;2;0;0;2434;;2434;27934;0;0
06.01.2023 04:00:00;69;0;0;1739;2;2;0;0;2433;;2433;27933;0;0
06.01.2023 05:00:00;74;0;1894;633;9;7;3210;3210;2493;;2493;27993;0;5300
06.01.2023 06:00:00;86;0;2869;0;9;9;5217;5217;2719;;2719;28219;0;5300
06.01.2023 07:00:00;94;0;1789;8;14;15;5131;5131;3130;;3130;28630;0;5300
06.01.2023 08:00:00;100;0;1286;7;967;3;5117;5117;2681;;2681;28181;0;5300
06.01.2023 09:00:00;100;0;0;260;1278;7;5240;5240;4214;;4214;29714;5240;0
06.01.2023 10:00:00;100;0;0;59;3251;10;6214;6214;2976;;2976;28476;6214;0
06.01.2023 11:00:00;96;0;3;575;2483;21;6333;6333;4301;;4301;29801;6333;0
06.01.2023 12:00:00;100;0;993;43;5140;2;9276;9276;2998;;2998;28498;9276;0
06.01.2023 13:00:00;100;0;0;17;6464;0;8832;8832;2369;;2369;27869;8832;0
06.01.2023 14:00:00;100;0;0;45;3651;10;6315;6315;2676;;2676;28176;6315;0
06.01.2023 15:00:00;100;0;0;89;2336;4;6133;6133;3896;;3896;29396;6133;0
06.01.2023 16:00:00;100;0;0;144;1018;24;5281;5281;4364;;4364;29864;0;5300
06.01.2023 17:00:00;100;0;0;228;1261;9;5133;5133;3936;;3936;29436;0;5300
06.01.2023 18:00:00;94;0;71;853;244;27;5136;5136;5424;;5424;30924;0;5300
06.01.2023 19:00:00;96;0;682;351;18;14;5218;5218;5012;;5012;30512;0;5300
06.01.2023 20:00:00;98;0;965;263;117;13;5095;5095;4402;;4402;29902;0;5300
06.01.2023 21:00:00;99;0;196;33;1877;5;5101;5101;3075;;3075;28575;0;5300
06.01.2023 22:00:00;99;0;0;17;3038;0;5217;5217;2179;;2179;27679;0;5300
06.01.2023 23:00:00;99;0;0;17;2972;0;5117;5117;2145;;2145;27645;0;5300
07.01.2023 00:00:00;99;0;0;17;3023;0;5117;5117;2094;;2094;27594;0;5300
07.01.2023 01:00:00;94;0;0;1346;773;42;1293;1293;2336;;2336;27836;0;0
07.01.2023 02:00:00;86;0;0;1759;4;31;0;0;2420;;2420;27920;0;0
07.01.2023 03:00:00;79;0;0;1748;2;2;0;0;2434;;2434;27934;0;0
07.01.2023 04:00:00;72;0;0;1748;2;2;0;0;2434;;2434;27934;0;0
07.01.2023 05:00:00;75;0;1680;732;9;7;2890;2890;2493;;2493;27993;0;5300
07.01.2023 06:00:00;87;0;2912;0;7;7;5184;5184;2499;;2499;27999;0;5300
07.01.2023 07:00:00;98;0;2458;0;239;5;5097;5097;2409;;2409;27909;0;5300
07.01.2023 08:00:00;100;0;369;13;2609;0;5083;5083;2020;;2020;27520;0;5300
07.01.2023 09:00:00;100;0;0;17;3231;0;5218;5218;1988;;1988;27488;5218;0
07.01.2023 10:00:00;100;0;0;17;3979;0;5459;5459;1481;;1481;26981;5459;0
07.01.2023 11:00:00;100;0;0;17;4634;0;5987;5987;1353;;1353;26853;5987;0
07.01.2023 12:00:00;100;0;0;17;5107;0;6481;6481;1374;;1374;26874;6481;0
07.01.2023 13:00:00;100;0;0;17;6541;0;7873;7873;1332;;1332;26832;7873;0
07.01.2023 14:00:00;100;0;0;17;8009;0;9181;9181;1173;;1173;26673;9181;0
07.01.2023 15:00:00;100;0;0;17;5976;0;7378;7378;1402;;1402;26902;7378;0
07.01.2023 16:00:00;100;0;0;17;4548;0;5805;5805;1257;;1257;26757;505;5300
07.01.2023 17:00:00;100;0;0;17;3741;0;5254;5254;1513;;1513;27013;0;5300
07.01.2023 18:00:00;100;0;0;17;3111;0;5228;5228;2118;;2118;27618;0;5300
07.01.2023 19:00:00;100;0;0;17;2299;0;5085;5085;2786;;2786;28286;0;5300
07.01.2023 20:00:00;100;0;0;17;2576;0;5085;5085;2509;;2509;28009;0;5300
07.01.2023 21:00:00;100;0;0;17;2892;0;5107;5107;2214;;2214;27714;0;5300
07.01.2023 22:00:00;100;0;0;18;2641;0;5207;5207;2565;;2565;28065;0;5300
07.01.2023 23:00:00;100;0;0;18;2363;0;5138;5138;2775;;2775;28275;0;5300
08.01.2023 00:00:00;100;0;0;17;2837;0;5141;5141;2303;;2303;27803;0;5300
08.01.2023 01:00:00;93;0;0;1381;842;35;1324;1324;2304;;2304;27804;0;0
08.01.2023 02:00:00;85;0;0;1756;4;29;0;0;2419;;2419;27919;0;0
08.01.2023 03:00:00;78;0;0;1769;2;2;0;0;2435;;2435;27935;0;0
08.01.2023 04:00:00;70;0;0;1816;2;2;0;0;2436;;2436;27936;0;0
08.01.2023 05:00:00;81;0;2788;105;11;9;4953;4953;2532;;2532;28032;0;5300
08.01.2023 06:00:00;93;0;2873;0;8;8;5118;5118;2598;;2598;28098;0;5300
08.01.2023 07:00:00;100;0;1465;5;1312;1;5089;5089;2172;;2172;27672;0;5300
08.01.2023 08:00:00;100;0;0;17;3060;0;5210;5210;2150;;2150;27650;0;5300
08.01.2023 09:00:00;100;0;0;17;3160;0;5137;5137;1977;;1977;27477;5137;0
08.01.2023 10:00:00;100;0;0;17;3804;0;5305;5305;1502;;1502;27002;5305;0
08.01.2023 11:00:00;100;0;0;17;4352;0;5582;5582;1230;;1230;26730;5582;0
08.01.2023 12:00:00;100;0;0;17;5380;0;6560;6560;1181;;1181;26681;6560;0
08.01.2023 13:00:00;100;0;0;17;5992;0;7191;7191;1199;;1199;26699;7191;0
08.01.2023 14:00:00;100;0;0;17;5479;0;6690;6690;1211;;1211;26711;6690;0
08.01.2023 15:00:00;100;0;0;17;5119;0;6685;6685;1566;;1566;27066;6685;0
08.01.2023 16:00:00;100;0;0;17;4118;0;5739;5739;1621;;1621;27121;439;5300
08.01.2023 17:00:00;100;0;0;17;3330;0;5262;5262;1933;;1933;27433;0;5300
08.01.2023 18:00:00;100;0;0;18;2182;0;5147;5147;2966;;2966;28466;0;5300
08.01.2023 19:00:00;100;0;0;17;2504;0;5108;5108;2604;;2604;28104;0;5300
08.01.2023 20:00:00;100;0;0;23;1629;4;5109;5109;3484;;3484;28984;0;5300
08.01.2023 21:00:00;100;0;0;209;240;18;5213;5213;5178;;5178;30678;0;5300
08.01.2023 22:00:00;100;0;0;17;1057;0;5145;5145;4089;;4089;29589;0;5300
08.01.2023 23:00:00;100;0;0;17;1177;0;5144;5144;3967;;3967;29467;0;5300
09.01.2023 00:00:00;92;0;0;1302;885;81;3334;3334;3507;;3507;29007;0;5300
09.01.2023 01:00:00;78;0;0;3532;51;116;0;0;2724;;2724;28224;0;0
09.01.2023 02:00:00;61;0;0;3646;52;52;0;0;2770;;2770;28270;0;0
09.01.2023 03:00:00;46;0;0;3466;52;52;0;0;2621;;2621;28121;0;0
09.01.2023 04:00:00;38;0;0;1699;2;2;0;0;2431;;2431;27931;0;0
09.01.2023 05:00:00;47;0;2406;270;11;9;4305;4305;2570;;2570;28070;0;5300
09.01.2023 06:00:00;60;0;2972;0;8;8;5117;5117;2301;;2301;27801;0;5300
09.01.2023 07:00:00;69;0;2037;0;11;11;5107;5107;3390;;3390;28890;0;5300
09.01.2023 08:00:00;79;0;2310;0;11;11;5202;5202;2891;;2891;28391;0;5300
09.01.2023 09:00:00;90;0;2525;64;19;19;5160;5160;1089;;1089;26589;5160;0
09.01.2023 10:00:00;100;0;2254;2;2405;5;6491;6491;2255;;2255;27755;6491;0
09.01.2023 11:00:00;100;0;0;18;3467;0;5842;5842;2376;;2376;27876;5842;0
09.01.2023 12:00:00;100;0;147;15;4712;0;6339;6339;1471;;1471;26971;6339;0
09.01.2023 13:00:00;100;0;0;17;4812;0;6320;6320;1508;;1508;27008;6320;0
09.01.2023 14:00:00;100;0;0;17;4955;0;6721;6721;1766;;1766;27266;6721;0
09.01.2023 15:00:00;100;0;0;17;4491;0;5789;5789;1298;;1298;26798;5789;0
09.01.2023 16:00:00;100;0;0;17;3707;0;5403;5403;1696;;1696;27196;103;5300
09.01.2023 17:00:00;100;0;0;17;3027;0;5255;5255;2229;;2229;27729;0;5300
09.01.2023 18:00:00;99;0;0;17;2928;0;5095;5095;2167;;2167;27667;0;5300
09.01.2023 19:00:00;99;0;0;17;2715;0;5091;5091;2376;;2376;27876;0;5300
09.01.2023 20:00:00;99;0;0;17;3065;0;5224;5224;2159;;2159;27659;0;5300
09.01.2023 21:00:00;99;0;0;17;2803;0;5138;5138;2335;;2335;27835;0;5300
09.01.2023 22:00:00;99;0;0;17;2951;0;5130;5130;2179;;2179;27679;0;5300
09.01.2023 23:00:00;99;0;0;19;1312;0;5135;5135;3822;;3822;29322;0;5300
10.01.2023 00:00:00;99;0;0;18;1134;0;5202;5202;4068;;4068;29568;0;5300
10.01.2023 01:00:00;99;0;0;17;1541;0;5113;5113;3572;;3572;29072;0;5300
10.01.2023 02:00:00;99;0;0;17;1656;0;5120;5120;3463;;3463;28963;0;5300
10.01.2023 03:00:00;99;0;0;17;1662;0;5198;5198;3536;;3536;29036;0;5300
10.01.2023 04:00:00;99;0;0;17;1840;41;5036;5036;3237;;3237;28737;0;5300
10.01.2023 05:00:00;99;0;0;17;2996;0;5080;5080;2084;;2084;27584;0;5300
10.01.2023 06:00:00;99;0;0;17;3288;0;5200;5200;1912;;1912;27412;0;5300
10.01.2023 07:00:00;98;0;0;42;2493;5;5098;5098;2631;;2631;28131;0;5300
10.01.2023 08:00:00;98;0;0;17;2187;1;5094;5094;2907;;2907;28407;0;5300
10.01.2023 09:00:00;99;0;455;188;1847;20;5291;5291;3147;;3147;28647;5291;0
10.01.2023 10:00:00;100;0;97;17;3462;0;5906;5906;2338;;2338;27838;5906;0
10.01.2023 11:00:00;100;0;0;17;5387;0;7253;7253;1866;;1866;27366;7253;0
10.01.2023 12:00:00;100;0;0;17;4498;0;7176;7176;2678;;2678;28178;7176;0
10.01.2023 13:00:00;100;0;0;17;4865;0;7484;7484;2619;;2619;28119;7484;0
10.01.2023 14:00:00;100;0;0;17;4673;0;7530;7530;2857;;2857;28357;7530;0
10.01.2023 15:00:00;100;0;0;17;5101;0;7911;7911;2810;;2810;28310;7911;0
10.01.2023 16:00:00;100;0;0;692;1715;58;5956;5956;4933;;4933;30433;656;5300
10.01.2023 17:00:00;100;0;0;18;3294;0;5206;5206;1913;;1913;27413;0;5300
10.01.2023 18:00:00;100;0;0;17;2752;0;5116;5116;2364;;2364;27864;0;5300
10.01.2023 19:00:00;100;0;860;68;856;11;5226;5226;3536;;3536;29036;0;5300
10.01.2023 20:00:00;100;0;0;18;1861;0;5137;5137;3272;;3272;28772;0;5300
10.01.2023 21:00:00;100;0;0;17;2142;3;5137;5137;2998;;2998;28498;0;5300
10.01.2023 22:00:00;100;0;0;17;2944;0;5219;5219;2275;;2275;27775;0;5300
10.01.2023 23:00:00;100;0;0;17;2909;0;5104;5104;2195;;2195;27695;0;5300
11.01.2023 00:00:00;100;0;0;17;3063;0;5107;5107;2043;;2043;27543;0;5300
11.01.2023 01:00:00;100;0;0;17;3335;0;5206;5206;1872;;1872;27372;0;5300
11.01.2023 02:00:00;100;0;0;17;3366;0;5117;5117;1751;;1751;27251;0;5300
11.01.2023 03:00:00;100;0;0;17;3384;0;5139;5139;1755;;1755;27255;0;5300
11.01.2023 04:00:00;100;0;0;17;3403;21;5175;5175;1792;;1792;27292;0;5300
11.01.2023 05:00:00;100;0;0;17;3151;0;5116;5116;1965;;1965;27465;0;5300
11.01.2023 06:00:00;100;0;0;17;3293;0;5119;5119;1825;;1825;27325;0;5300
11.01.2023 07:00:00;100;0;0;17;2679;0;5121;5121;2443;;2443;27943;0;5300
11.01.2023 08:00:00;100;0;0;17;2925;0;5196;5196;2270;;2270;27770;0;5300
11.01.2023 09:00:00;100;0;0;402;1488;37;5135;5135;4042;;4042;29542;5135;0
11.01.2023 10:00:00;100;0;0;19;3570;0;5309;5309;1738;;1738;27238;5309;0
11.01.2023 11:00:00;100;0;0;17;3975;0;5315;5315;1341;;1341;26841;5315;0
11.01.2023 12:00:00;100;0;0;17;3611;0;5514;5514;1904;;1904;27404;5514;0
11.01.2023 13:00:00;100;0;0;17;4629;0;6053;6053;1425;;1425;26925;6053;0
11.01.2023 14:00:00;100;0;0;17;4545;0;5785;5785;1241;;1241;26741;5785;0
11.01.2023 15:00:00;100;0;0;17;3515;0;5664;5664;2149;;2149;27649;5664;0
11.01.2023 16:00:00;96;0;0;179;2460;41;5735;5735;3467;;3467;28967;435;5300
11.01.2023 17:00:00;100;0;873;9;402;27;5288;5288;3995;;3995;29495;0;5300
11.01.2023 18:00:00;100;0;0;17;1024;0;5110;5110;4086;;4086;29586;0;5300
11.01.2023 19:00:00;96;0;26;788;349;52;5106;5106;5511;;5511;31011;0;5300
11.01.2023 20:00:00;97;0;695;544;65;36;5211;5211;4949;;4949;30449;0;5300
11.01.2023 21:00:00;100;0;672;39;998;4;5129;5129;3449;;3449;28949;0;5300
11.01.2023 22:00:00;100;0;0;29;2272;2;5128;5128;2865;;2865;28365;0;5300
11.01.2023 23:00:00;100;0;0;17;2814;0;5134;5134;2320;;2320;27820;0;5300
12.01.2023 00:00:00;100;0;0;17;3065;0;5198;5198;2134;;2134;27634;0;5300
12.01.2023 01:00:00;94;0;0;1464;323;31;461;461;1556;;1556;27056;0;0
12.01.2023 02:00:00;87;0;0;1545;2;2;0;0;1462;;1462;26962;0;0
12.01.2023 03:00:00;80;0;0;1649;2;3;0;0;1556;;1556;27056;0;0
12.01.2023 04:00:00;76;0;284;1381;7;4;485;485;1479;;1479;26979;0;0
12.01.2023 05:00:00;88;0;2996;0;8;8;5113;5113;1945;;1945;27445;0;5300
12.01.2023 06:00:00;99;0;2598;0;442;4;5117;5117;1942;;1942;27442;0;5300
12.01.2023 07:00:00;100;0;151;20;2510;1;5223;5223;2560;;2560;28060;0;5300
12.01.2023 08:00:00;100;0;0;17;2636;0;5118;5118;2483;;2483;27983;0;5300
12.01.2023 09:00:00;100;0;0;18;2272;4;5112;5112;2844;;2844;28344;5112;0
12.01.2023 10:00:00;100;0;0;17;3929;0;5352;5352;1425;;1425;26925;5352;0
12.01.2023 11:00:00;100;0;0;17;4357;0;5660;5660;1302;;1302;26802;5660;0
12.01.2023 12:00:00;100;0;0;17;5127;0;6353;6353;1226;;1226;26726;6353;0
12.01.2023 13:00:00;100;0;0;17;5694;0;8017;8017;2322;;2322;27822;8017;0
12.01.2023 14:00:00;100;0;0;17;5455;0;7326;7326;1871;;1871;27371;7326;0
12.01.2023 15:00:00;100;0;0;17;1822;0;5987;5987;4165;;4165;29665;5987;0
12.01.2023 16:00:00;100;0;0;17;2282;0;5505;5505;3223;;3223;28723;205;5300
12.01.2023 17:00:00;100;0;0;35;1346;13;5156;5156;3837;;3837;29337;0;5300
12.01.2023 18:00:00;100;0;0;20;644;0;5151;5151;4506;;4506;30006;0;5300
12.01.2023 19:00:00;100;0;0;231;262;38;5246;5246;5216;;5216;30716;0;5300
12.01.2023 20:00:00;100;0;0;60;500;11;5111;5111;4656;;4656;30156;0;5300
12.01.2023 21:00:00;100;0;0;81;1119;4;5111;5111;4051;;4051;29551;0;5300
12.01.2023 22:00:00;100;0;0;19;2762;0;5117;5117;2355;;2355;27855;0;5300
12.01.2023 23:00:00;100;0;0;17;3028;0;5207;5207;2179;;2179;27679;0;5300
13.01.2023 00:00:00;100;0;0;17;3226;8;5086;5086;1868;;1868;27368;0;5300
13.01.2023 01:00:00;90;0;0;1665;3;26;0;0;1589;;1589;27089;0;0
13.01.2023 02:00:00;83;0;0;1595;2;2;0;0;1497;;1497;26997;0;0
13.01.2023 03:00:00;77;0;0;1544;2;2;0;0;1447;;1447;26947;0;0
13.01.2023 04:00:00;70;0;0;1564;2;2;0;0;1465;;1465;26965;0;0
