Zeitstempel;Ladezustand [%];Solarproduktion [W];Batterie Laden [W];Batterie Entladen [W];Netzeinspeisung [W];Netzbezug [W];"Summe ext. Produktion
  [W]";Summe Produktion [W];Hausverbrauch [W];Wallbox_Gewächshaus Laden [W];Summe Verbrauch [W];Abregelungsgrenze [W];PV (geschätzt) [W];BHKW (geschätzt) [W]
06.04.2023 05:00:00;99;0;0;52;2190;28;5099;5099;2966;0,0;2966;28466;0;5300
06.04.2023 06:00:00;98;0;0;171;1557;26;5105;5105;3713;0,0;3713;29213;0;5300
06.04.2023 07:00:00;99;0;585;386;1125;50;5192;5192;3851;0,0;3851;29351;5192;0
06.04.2023 08:00:00;100;0;279;110;2561;13;5596;5596;2823;0,0;2823;28323;5596;0
06.04.2023 09:00:00;100;0;0;18;6226;3;6881;6881;691;0,0;691;26191;6881;0
06.04.2023 10:00:00;100;0;0;18;6894;3;9144;9144;2473;0,0;2473;27973;9144;0
06.04.2023 11:00:00;100;0;0;17;8144;0;12426;12426;4282;0,0;4282;29782;12426;0
06.04.2023 12:00:00;100;0;0;17;8754;0;14775;14775;6021;0,0;6021;31521;14775;0
06.04.2023 13:00:00;100;0;0;17;16657;0;17181;17181;651;0,0;651;26151;17181;0
06.04.2023 14:00:00;100;0;0;17;14082;0;16821;16821;2740;0,0;2740;28240;16821;0
06.04.2023 15:00:00;100;0;0;17;13963;0;17182;17182;3219;0,0;3219;28719;17182;0
06.04.2023 16:00:00;100;0;0;17;13630;0;15858;15858;2228;0,0;2228;27728;15858;0
06.04.2023 17:00:00;100;0;0;17;7374;0;10832;10832;3457;0,0;3457;28957;10832;0
06.04.2023 18:00:00;100;0;0;34;6115;9;8489;8489;2573;0,0;2573;28073;8489;0
06.04.2023 19:00:00;100;0;0;18;4095;0;6490;6490;2395;0,0;2395;27895;0;5300
06.04.2023 20:00:00;100;0;0;30;1766;42;5282;5282;3571;0,0;3571;29071;0;5300
06.04.2023 21:00:00;100;0;0;108;834;15;5096;5096;4357;0,0;4357;29857;0;5300
06.04.2023 22:00:00;100;0;0;63;795;58;5110;5110;4409;0,0;4409;29909;0;5300
06.04.2023 23:00:00;100;0;0;72;1235;33;5199;5199;4046;0,0;4046;29546;0;5300
07.04.2023 00:00:00;100;0;0;19;2104;0;5094;5094;2990;0,0;2990;28490;0;5300
07.04.2023 01:00:00;100;0;0;34;2416;48;5102;5102;2748;0,0;2748;28248;0;5300
07.04.2023 02:00:00;92;0;0;1265;1196;28;2483;2483;2507;0,0;2507;28007;0;0
07.04.2023 03:00:00;83;0;0;2427;4;85;0;0;2345;0,0;2345;27845;0;0
07.04.2023 04:00:00;73;0;0;2282;3;17;0;0;2153;0,0;2153;27653;0;0
07.04.2023 05:00:00;72;0;1392;1404;12;99;2461;2461;2367;0,0;2367;27867;0;0
07.04.2023 06:00:00;82;0;2358;59;18;22;5097;5097;2654;0,0;2654;28154;5097;0
07.04.2023 07:00:00;92;0;2490;95;17;24;5091;5091;2552;0,0;2552;28052;5091;0
07.04.2023 08:00:00;100;0;1746;8;1575;10;5492;5492;2063;0,0;2063;27563;5492;0
07.04.2023 09:00:00;100;0;0;20;6681;0;6756;6756;619;0,0;619;26119;6756;0
07.04.2023 10:00:00;100;0;0;17;11227;1;9035;9035;0;0,0;0;25500;9035;0
07.04.2023 11:00:00;100;0;0;17;10984;1;11998;11998;1197;0,0;1197;26697;11998;0
07.04.2023 12:00:00;100;0;0;18;10356;0;12086;12086;2076;0,0;2076;27576;12086;0
07.04.2023 13:00:00;100;0;0;17;11898;0;12885;12885;1316;0,0;1316;26816;12885;0
07.04.2023 14:00:00;100;0;0;17;15961;0;11905;11905;0;0,0;0;25500;11905;0
07.04.2023 15:00:00;100;0;0;17;17092;0;12538;12538;0;0,0;0;25500;12538;0
07.04.2023 16:00:00;100;0;0;17;11563;1;9536;9536;0;0,0;0;25500;9536;0
07.04.2023 17:00:00;100;0;0;17;15927;0;12463;12463;0;0,0;0;25500;12463;0
07.04.2023 18:00:00;100;0;0;17;8613;0;8737;8737;646;0,0;646;26146;8737;0
07.04.2023 19:00:00;100;0;0;25;3751;37;6151;6151;2443;0,0;2443;27943;0;5300
07.04.2023 20:00:00;100;0;0;18;3490;5;5360;5360;1875;0,0;1875;27375;0;5300
07.04.2023 21:00:00;100;0;0;301;1645;64;5178;5178;3853;0,0;3853;29353;0;5300
07.04.2023 22:00:00;98;0;327;196;623;39;5080;5080;4301;0,0;4301;29801;0;5300
07.04.2023 23:00:00;100;0;823;333;474;15;5091;5091;4034;0,0;4034;29534;0;5300
08.04.2023 00:00:00;100;0;0;19;2470;0;5188;5188;2718;0,0;2718;28218;0;5300
08.04.2023 01:00:00;94;0;0;1417;1028;58;2283;2283;2680;0,0;2680;28180;0;0
08.04.2023 02:00:00;84;0;0;2472;3;71;0;0;2416;0,0;2416;27916;0;0
08.04.2023 03:00:00;72;0;0;2778;6;102;0;0;2637;0,0;2637;28137;0;0
08.04.2023 04:00:00;61;0;0;2399;4;19;0;0;2204;0,0;2204;27704;0;0
08.04.2023 05:00:00;62;0;1348;895;15;73;2973;2973;2413;0,0;2413;27913;0;5300
08.04.2023 06:00:00;72;0;2294;55;19;22;5094;5094;2724;0,0;2724;28224;0;5300
08.04.2023 07:00:00;82;0;2257;56;29;32;5181;5181;2863;0,0;2863;28363;5181;0
08.04.2023 08:00:00;95;0;3074;0;31;20;5370;5370;2092;0,0;2092;27592;5370;0
08.04.2023 09:00:00;95;0;964;1153;538;64;6491;6491;6072;0,0;6072;31572;6491;0
08.04.2023 10:00:00;100;0;1257;3;1823;10;9120;9120;5980;0,0;5980;31480;9120;0
08.04.2023 11:00:00;100;0;0;18;7959;0;11491;11491;3532;0,0;3532;29032;11491;0
08.04.2023 12:00:00;100;0;0;17;8186;1;11305;11305;3120;0,0;3120;28620;11305;0
08.04.2023 13:00:00;100;0;0;17;10983;1;10519;10519;126;0,0;126;25626;10519;0
08.04.2023 14:00:00;100;0;0;479;5342;46;7823;7823;3008;0,0;3008;28508;7823;0
08.04.2023 15:00:00;100;0;0;17;9784;2;9541;9541;192;0,0;192;25692;9541;0
08.04.2023 16:00:00;100;0;0;17;11344;0;10946;10946;309;0,0;309;25809;10946;0
08.04.2023 17:00:00;100;0;0;17;10168;0;9408;9408;0;0,0;0;25500;9408;0
08.04.2023 18:00:00;100;0;0;17;5021;0;6365;6365;1343;0,0;1343;26843;6365;0
08.04.2023 19:00:00;100;0;0;17;5272;0;6074;6074;802;0,0;802;26302;0;5300
08.04.2023 20:00:00;100;0;0;17;3641;0;5353;5353;1713;0,0;1713;27213;0;5300
08.04.2023 21:00:00;100;0;0;17;2120;0;5096;5096;2976;0,0;2976;28476;0;5300
08.04.2023 22:00:00;100;0;0;17;2053;0;5087;5087;3034;0,0;3034;28534;0;5300
08.04.2023 23:00:00;100;0;0;24;2845;57;5188;5188;2406;0,0;2406;27906;0;5300
09.04.2023 00:00:00;100;0;0;17;2885;0;5093;5093;2207;0,0;2207;27707;0;5300
09.04.2023 01:00:00;92;0;0;1173;1183;34;1976;1976;1933;0,0;1933;27433;0;0
09.04.2023 02:00:00;84;0;0;1974;2;2;0;0;1860;0,0;1860;27360;0;0
09.04.2023 03:00:00;75;0;0;2002;2;2;0;0;1867;0,0;1867;27367;0;0
09.04.2023 04:00:00;67;0;0;1884;2;2;0;0;1842;0,0;1842;27342;0;0
09.04.2023 05:00:00;67;0;1269;880;15;13;2950;2950;2375;0,0;2375;27875;0;5300
09.04.2023 06:00:00;76;0;1990;47;19;20;5167;5167;3101;0,0;3101;28601;0;5300
09.04.2023 07:00:00;86;0;2335;54;20;23;5109;5109;2674;0,0;2674;28174;5109;0
09.04.2023 08:00:00;98;0;2856;0;1285;10;5640;5640;1314;0,0;1314;26814;5640;0
09.04.2023 09:00:00;100;0;253;16;6248;0;7410;7410;889;0,0;889;26389;7410;0
09.04.2023 10:00:00;100;0;0;17;13445;0;9951;9951;0;0,0;0;25500;9951;0
09.04.2023 11:00:00;100;0;0;17;11754;0;9841;9841;56;0,0;56;25556;9841;0
09.04.2023 12:00:00;100;0;0;17;13581;0;11689;11689;0;0,0;0;25500;11689;0
09.04.2023 13:00:00;100;0;0;17;12766;0;11146;11146;0;0,0;0;25500;11146;0
09.04.2023 14:00:00;100;0;0;17;15462;0;11526;11526;0;0,0;0;25500;11526;0
09.04.2023 15:00:00;100;0;0;17;20020;0;14733;14733;0;0,0;0;25500;14733;0
09.04.2023 16:00:00;100;0;0;17;19895;0;15170;15170;0;0,0;0;25500;15170;0
09.04.2023 17:00:00;100;0;0;17;12281;0;10041;10041;0;0,0;0;25500;10041;0
09.04.2023 18:00:00;100;0;0;17;11505;0;9527;9527;0;0,0;0;25500;9527;0
09.04.2023 19:00:00;100;0;0;17;7023;0;6415;6415;183;0,0;183;25683;0;5300
09.04.2023 20:00:00;100;0;0;17;4611;0;5454;5454;843;0,0;843;26343;0;5300
09.04.2023 21:00:00;100;0;0;17;2613;0;5095;5095;2482;0,0;2482;27982;0;5300
09.04.2023 22:00:00;100;0;0;46;2291;27;5180;5180;2943;0,0;2943;28443;0;5300
09.04.2023 23:00:00;100;0;0;37;1874;7;5114;5114;3258;0,0;3258;28758;0;5300
10.04.2023 00:00:00;100;0;0;17;2538;2;5102;5102;2566;0,0;2566;28066;0;5300
10.04.2023 01:00:00;100;0;0;17;2475;0;5107;5107;2633;0,0;2633;28133;0;5300
10.04.2023 02:00:00;100;0;0;17;2509;1;5195;5195;2688;0,0;2688;28188;0;5300
10.04.2023 03:00:00;100;0;0;17;2226;1;5093;5093;2868;0,0;2868;28368;0;5300
10.04.2023 04:00:00;100;0;0;18;2384;25;5043;5043;2684;0,0;2684;28184;0;5300
10.04.2023 05:00:00;100;0;0;17;2554;1;5197;5197;2644;0,0;2644;28144;0;5300
10.04.2023 06:00:00;100;0;0;85;1842;65;5101;5101;3382;0,0;3382;28882;0;5300
10.04.2023 07:00:00;100;0;0;173;1657;23;5114;5114;3618;0,0;3618;29118;5114;0
10.04.2023 08:00:00;100;0;905;181;2361;18;5998;5998;2860;0,0;2860;28360;5998;0
10.04.2023 09:00:00;100;0;0;17;6261;0;7102;7102;1118;0,0;1118;26618;7102;0
10.04.2023 10:00:00;100;0;0;17;12143;0;9511;9511;0;0,0;0;25500;9511;0
10.04.2023 11:00:00;100;0;0;17;16395;0;12472;12472;0;0,0;0;25500;12472;0
10.04.2023 12:00:00;100;0;0;17;18918;0;15443;15443;0;0,0;0;25500;15443;0
10.04.2023 13:00:00;100;0;0;17;21158;0;16395;16395;0;0,0;0;25500;16395;0
10.04.2023 14:00:00;100;0;0;17;24737;0;18107;18107;0;0,0;0;25500;18107;0
10.04.2023 15:00:00;100;0;0;17;19297;0;14736;14736;0;0,0;0;25500;14736;0
10.04.2023 16:00:00;100;0;0;17;15311;0;13074;13074;0;0,0;0;25500;13074;0
10.04.2023 17:00:00;100;0;0;18;13533;0;11678;11678;0;0,0;0;25500;11678;0
10.04.2023 18:00:00;100;0;0;17;8567;0;8707;8707;466;0,0;466;25966;8707;0
10.04.2023 19:00:00;100;0;0;39;3991;7;6890;6890;2921;0,0;2921;28421;0;5300
10.04.2023 20:00:00;100;0;0;18;2631;0;5305;5305;2676;0,0;2676;28176;0;5300
10.04.2023 21:00:00;100;0;0;241;1121;15;5199;5199;4300;0,0;4300;29800;0;5300
10.04.2023 22:00:00;100;0;0;289;860;8;5097;5097;4470;0,0;4470;29970;0;5300
10.04.2023 23:00:00;100;0;0;20;1593;5;5102;5102;3517;0,0;3517;29017;0;5300
11.04.2023 00:00:00;100;0;0;17;1824;0;5202;5202;3378;0,0;3378;28878;0;5300
11.04.2023 01:00:00;87;0;0;2299;547;57;1575;1575;3203;0,0;3203;28703;0;0
11.04.2023 02:00:00;73;0;0;3342;3;86;0;0;3216;0,0;3216;28716;0;0
11.04.2023 03:00:00;58;0;0;3388;2;2;0;0;3133;0,0;3133;28633;0;0
11.04.2023 04:00:00;43;0;0;3315;3;10;0;0;3126;0,0;3126;28626;0;0
11.04.2023 05:00:00;35;0;627;2203;10;8;1890;1890;3205;0,0;3205;28705;0;0
11.04.2023 06:00:00;42;0;1541;1;14;14;5105;5105;3495;0,0;3495;28995;5105;0
11.04.2023 07:00:00;49;0;1609;0;21;21;5117;5117;3388;0,0;3388;28888;5117;0
11.04.2023 08:00:00;55;0;1426;75;24;25;5326;5326;3894;0,0;3894;29394;5326;0
11.04.2023 09:00:00;55;0;973;1154;172;131;7217;7217;7196;0,0;7196;32696;7217;0
11.04.2023 10:00:00;71;0;3858;0;2121;19;9294;9294;3083;0,0;3083;28583;9294;0
11.04.2023 11:00:00;89;0;4145;0;8616;4;11586;11586;197;0,0;197;25697;11586;0
11.04.2023 12:00:00;100;0;2366;2;12071;7;13336;13336;272;0,0;272;25772;13336;0
11.04.2023 13:00:00;100;0;0;18;14549;0;12337;12337;0;0,0;0;25500;12337;0
11.04.2023 14:00:00;100;0;0;19;14313;5;12523;12523;341;0,0;341;25841;12523;0
11.04.2023 15:00:00;100;0;0;17;19978;0;16128;16128;0;0,0;0;25500;16128;0
11.04.2023 16:00:00;100;0;0;17;18527;0;15648;15648;0;0,0;0;25500;15648;0
11.04.2023 17:00:00;100;0;0;17;17486;0;14405;14405;0;0,0;0;25500;14405;0
11.04.2023 18:00:00;100;0;0;17;10615;0;10211;10211;0;0,0;0;25500;10211;0
11.04.2023 19:00:00;100;0;0;17;6655;0;7325;7325;860;0,0;860;26360;0;5300
11.04.2023 20:00:00;100;0;0;22;3170;44;5714;5714;2593;0,0;2593;28093;0;5300
11.04.2023 21:00:00;100;0;0;30;1653;10;5112;5112;3481;0,0;3481;28981;0;5300
11.04.2023 22:00:00;100;0;0;402;568;9;5109;5109;4916;0,0;4916;30416;0;5300
11.04.2023 23:00:00;100;0;0;17;1624;0;5126;5126;3502;0,0;3502;29002;0;5300
12.04.2023 00:00:00;100;0;0;29;1825;58;5195;5195;3440;0,0;3440;28940;0;5300
12.04.2023 01:00:00;88;0;0;2201;616;44;1679;1679;3161;0,0;3161;28661;0;0
12.04.2023 02:00:00;74;0;0;3351;2;2;0;0;3119;0,0;3119;28619;0;0
12.04.2023 03:00:00;58;0;0;3437;3;3;0;0;3146;0,0;3146;28646;0;0
12.04.2023 04:00:00;43;0;0;3403;3;81;0;0;3222;0,0;3222;28722;0;0
12.04.2023 05:00:00;39;0;847;1774;10;16;2489;2489;3273;0,0;3273;28773;0;0
12.04.2023 06:00:00;45;0;1471;3;14;14;5109;5109;3796;0,0;3796;29296;5109;0
12.04.2023 07:00:00;51;0;1445;0;20;20;5204;5204;3787;0,0;3787;29287;5204;0
12.04.2023 08:00:00;57;0;1381;100;20;21;5234;5234;4087;0,0;4087;29587;5234;0
12.04.2023 09:00:00;54;0;971;1629;44;51;3374;3374;3903;0,0;3903;29403;3374;0
12.04.2023 10:00:00;48;0;6;1303;96;96;1394;1394;2574;0,0;2574;28074;1394;0
12.04.2023 11:00:00;55;0;1709;25;198;92;2773;2773;934;0,0;934;26434;2773;0
12.04.2023 12:00:00;62;0;1530;109;125;118;3073;3073;1545;0,0;1545;27045;3073;0
12.04.2023 13:00:00;72;0;2534;102;649;44;4411;4411;1460;0,0;1460;26960;4411;0
12.04.2023 14:00:00;89;0;3784;1;2220;4;5125;5125;0;0,0;0;25500;5125;0
12.04.2023 15:00:00;91;0;676;322;27;23;1965;1965;1479;0,0;1479;26979;1965;0
12.04.2023 16:00:00;98;0;2008;432;3726;26;4835;4835;791;0,0;791;26291;4835;0
12.04.2023 17:00:00;84;0;44;3443;39;579;864;864;4645;0,0;4645;30145;864;0
12.04.2023 18:00:00;88;0;1639;682;413;51;2773;2773;1292;0,0;1292;26792;2773;0
12.04.2023 19:00:00;96;0;2148;75;172;31;2184;2184;171;0,0;171;25671;2184;0
12.04.2023 20:00:00;100;0;897;39;1457;11;3712;3712;1364;0,0;1364;26864;0;5300
12.04.2023 21:00:00;100;0;0;25;2426;47;5114;5114;2742;0,0;2742;28242;0;5300
12.04.2023 22:00:00;100;0;0;18;2356;1;5091;5091;2736;0,0;2736;28236;0;5300
12.04.2023 23:00:00;100;0;0;17;2753;0;5104;5104;2351;0,0;2351;27851;0;5300
13.04.2023 00:00:00;100;0;0;24;2835;34;5207;5207;2412;0,0;2412;27912;0;5300
13.04.2023 01:00:00;100;0;0;17;2903;0;5103;5103;2200;0,0;2200;27700;0;5300
13.04.2023 02:00:00;91;0;0;2008;99;37;167;167;2274;0,0;2274;27774;0;0
13.04.2023 03:00:00;80;0;0;2674;5;29;0;0;2595;0,0;2595;28095;0;0
13.04.2023 04:00:00;69;0;0;2432;3;26;0;0;2482;0,0;2482;27982;0;0
13.04.2023 05:00:00;75;0;1957;471;21;39;4681;4681;3157;0,0;3157;28657;0;5300
13.04.2023 06:00:00;86;0;2537;1;16;15;5198;5198;2623;0,0;2623;28123;0;5300
13.04.2023 07:00:00;96;0;2362;2;99;23;5101;5101;2635;0,0;2635;28135;5101;0
13.04.2023 08:00:00;100;0;848;9;2319;3;5391;5391;2200;0,0;2200;27700;5391;0
13.04.2023 09:00:00;100;0;0;78;3242;11;6601;6601;3411;0,0;3411;28911;6601;0
13.04.2023 10:00:00;100;0;0;17;9166;1;8950;8950;50;0,0;50;25550;8950;0
13.04.2023 11:00:00;100;0;0;17;13969;0;11122;11122;0;0,0;0;25500;11122;0
13.04.2023 12:00:00;100;0;0;17;11066;1;10024;10024;66;0,0;66;25566;10024;0
13.04.2023 13:00:00;100;0;0;17;12020;0;9989;9989;0;0,0;0;25500;9989;0
13.04.2023 14:00:00;100;0;0;17;10653;1;9721;9721;201;0,0;201;25701;9721;0
13.04.2023 15:00:00;100;0;0;17;14552;0;12176;12176;165;0,0;165;25665;12176;0
13.04.2023 16:00:00;100;0;0;17;13712;2;11473;11473;0;0,0;0;25500;11473;0
13.04.2023 17:00:00;100;0;0;17;16358;0;12958;12958;0;0,0;0;25500;12958;0
13.04.2023 18:00:00;100;0;0;17;6348;0;7290;7290;1421;0,0;1421;26921;7290;0
13.04.2023 19:00:00;100;0;0;20;3895;3;5572;5572;1681;0,0;1681;27181;272;5300
13.04.2023 20:00:00;100;0;0;17;5401;0;5917;5917;539;0,0;539;26039;0;5300
13.04.2023 21:00:00;100;0;0;17;3044;0;5099;5099;2055;0,0;2055;27555;0;5300
13.04.2023 22:00:00;100;0;0;17;2558;0;5191;5191;2633;0,0;2633;28133;0;5300
13.04.2023 23:00:00;100;0;0;21;2210;2;5093;5093;2885;0,0;2885;28385;0;5300
14.04.2023 00:00:00;100;0;0;242;1744;33;5105;5105;3620;0,0;3620;29120;0;5300
14.04.2023 01:00:00;100;0;0;17;2603;1;5104;5104;2502;0,0;2502;28002;0;5300
14.04.2023 02:00:00;100;0;0;17;2491;1;5195;5195;2704;0,0;2704;28204;0;5300
14.04.2023 03:00:00;100;0;0;17;2117;1;5092;5092;2976;0,0;2976;28476;0;5300
14.04.2023 04:00:00;100;0;0;25;2392;19;5047;5047;2681;0,0;2681;28181;0;5300
14.04.2023 05:00:00;100;0;0;17;2298;1;5208;5208;2911;0,0;2911;28411;0;5300
14.04.2023 06:00:00;100;0;778;59;1148;17;5098;5098;3220;0,0;3220;28720;0;5300
14.04.2023 07:00:00;100;0;0;31;1893;11;5105;5105;3226;0,0;3226;28726;5105;0
14.04.2023 08:00:00;100;0;0;17;4749;0;5953;5953;1204;0,0;1204;26704;5953;0
14.04.2023 09:00:00;100;0;0;17;4808;0;6997;6997;2190;0,0;2190;27690;6997;0
14.04.2023 10:00:00;100;0;0;17;12484;0;9816;9816;0;0,0;0;25500;9816;0
14.04.2023 11:00:00;100;0;0;17;18178;0;13368;13368;0;0,0;0;25500;13368;0
14.04.2023 12:00:00;100;0;0;17;22051;0;15987;15987;0;0,0;0;25500;15987;0
14.04.2023 13:00:00;100;0;0;17;25789;0;18060;18060;0;0,0;0;25500;18060;0
14.04.2023 14:00:00;100;0;0;17;18658;0;14819;14819;0;0,0;0;25500;14819;0
14.04.2023 15:00:00;100;0;0;17;24508;0;18174;18174;0;0,0;0;25500;18174;0
14.04.2023 16:00:00;100;0;0;17;23011;0;17288;17288;0;0,0;0;25500;17288;0
14.04.2023 17:00:00;100;0;0;17;18791;0;14935;14935;0;0,0;0;25500;14935;0
14.04.2023 18:00:00;100;0;0;17;12738;0;11678;11678;0;0,0;0;25500;11678;0
14.04.2023 19:00:00;100;0;0;17;6377;0;7045;7045;709;0,0;709;26209;7045;0
14.04.2023 20:00:00;100;0;0;17;2601;0;5475;5475;2874;0,0;2874;28374;0;5300
14.04.2023 21:00:00;100;0;0;144;910;13;5208;5208;4379;0,0;4379;29879;0;5300
14.04.2023 22:00:00;100;0;0;210;952;3;5102;5102;4299;0,0;4299;29799;0;5300
14.04.2023 23:00:00;100;0;0;195;915;3;5104;5104;4345;0,0;4345;29845;0;5300
15.04.2023 00:00:00;99;0;773;73;1017;18;5220;5220;3482;0,0;3482;28982;0;5300
15.04.2023 01:00:00;100;0;99;17;2102;2;5108;5108;2884;0,0;2884;28384;0;5300
15.04.2023 02:00:00;100;0;0;18;2137;1;5103;5103;2968;0,0;2968;28468;0;5300
15.04.2023 03:00:00;100;0;0;18;2427;1;5204;5204;2778;0,0;2778;28278;0;5300
15.04.2023 04:00:00;100;0;0;21;2240;54;5044;5044;2859;0,0;2859;28359;0;5300
15.04.2023 05:00:00;100;0;0;18;2371;1;5108;5108;2737;0,0;2737;28237;0;5300
15.04.2023 06:00:00;100;0;0;21;2021;2;5201;5201;3183;0,0;3183;28683;0;5300
15.04.2023 07:00:00;100;0;0;377;1311;21;5115;5115;4167;0,0;4167;29667;5115;0
15.04.2023 08:00:00;100;0;0;136;2948;8;5812;5812;2975;0,0;2975;28475;5812;0
15.04.2023 09:00:00;100;0;0;17;7196;0;7294;7294;492;0,0;492;25992;7294;0
15.04.2023 10:00:00;100;0;0;17;10695;0;9590;9590;407;0,0;407;25907;9590;0
15.04.2023 11:00:00;100;0;0;17;15600;0;12360;12360;0;0,0;0;25500;12360;0
15.04.2023 12:00:00;100;0;0;17;16907;0;12920;12920;0;0,0;0;25500;12920;0
15.04.2023 13:00:00;100;0;0;17;17772;0;15101;15101;0;0,0;0;25500;15101;0
15.04.2023 14:00:00;100;0;0;17;19531;0;15653;15653;0;0,0;0;25500;15653;0
15.04.2023 15:00:00;100;0;0;17;12668;0;10405;10405;0;0,0;0;25500;10405;0
15.04.2023 16:00:00;100;0;0;17;6297;0;7067;7067;899;0,0;899;26399;7067;0
15.04.2023 17:00:00;100;0;0;17;5663;0;6986;6986;1323;0,0;1323;26823;6986;0
15.04.2023 18:00:00;100;0;0;17;5030;0;6269;6269;1239;0,0;1239;26739;6269;0
15.04.2023 19:00:00;100;0;773;11;4135;0;5938;5938;990;0,0;990;26490;638;5300
15.04.2023 20:00:00;100;0;0;17;3477;0;5357;5357;1880;0,0;1880;27380;0;5300
15.04.2023 21:00:00;100;0;0;17;2828;0;5097;5097;2269;0,0;2269;27769;0;5300
15.04.2023 22:00:00;100;0;0;28;2931;45;5199;5199;2319;0,0;2319;27819;0;5300
15.04.2023 23:00:00;100;0;0;17;2720;0;5094;5094;2374;0,0;2374;27874;0;5300
16.04.2023 00:00:00;100;0;0;17;3117;0;5098;5098;1980;0,0;1980;27480;0;5300
16.04.2023 01:00:00;96;0;0;934;1602;37;2627;2627;1956;0,0;1956;27456;0;0
16.04.2023 02:00:00;88;0;0;1906;3;3;0;0;1522;0,0;1522;27022;0;0
16.04.2023 03:00:00;79;0;0;2007;2;2;0;0;1947;0,0;1947;27447;0;0
16.04.2023 04:00:00;71;0;0;1995;2;2;0;0;1905;0,0;1905;27405;0;0
16.04.2023 05:00:00;75;0;1920;778;17;18;3389;3389;2002;0,0;2002;27502;0;5300
16.04.2023 06:00:00;86;0;2667;0;15;15;5116;5116;2437;0,0;2437;27937;0;5300
16.04.2023 07:00:00;98;0;2715;0;223;10;5094;5094;1924;0,0;1924;27424;5094;0
16.04.2023 08:00:00;100;0;379;120;1840;8;5119;5119;2993;0,0;2993;28493;5119;0
16.04.2023 09:00:00;100;0;0;17;3714;0;5655;5655;1941;0,0;1941;27441;5655;0
16.04.2023 10:00:00;100;0;0;17;4562;0;5859;5859;1298;0,0;1298;26798;5859;0
16.04.2023 11:00:00;100;0;0;17;5747;0;6254;6254;508;0,0;508;26008;6254;0
16.04.2023 12:00:00;100;0;0;17;6504;0;6509;6509;30;0,0;30;25530;6509;0
16.04.2023 13:00:00;100;0;0;17;5722;0;6062;6062;340;0,0;340;25840;6062;0
16.04.2023 14:00:00;100;0;0;17;5498;5;6008;6008;515;0,0;515;26015;6008;0
16.04.2023 15:00:00;100;0;0;17;6100;0;6314;6314;214;0,0;214;25714;6314;0
16.04.2023 16:00:00;100;0;0;17;5721;0;6084;6084;364;0,0;364;25864;6084;0
16.04.2023 17:00:00;100;0;0;17;5258;0;5823;5823;565;0,0;565;26065;5823;0
16.04.2023 18:00:00;100;0;0;17;4817;0;5709;5709;891;0,0;891;26391;5709;0
16.04.2023 19:00:00;100;0;0;17;4214;0;5244;5244;1031;0,0;1031;26531;0;5300
16.04.2023 20:00:00;100;0;0;17;2235;0;5166;5166;2932;0,0;2932;28432;0;5300
16.04.2023 21:00:00;100;0;0;102;821;6;5181;5181;4454;0,0;4454;29954;0;5300
16.04.2023 22:00:00;100;0;0;150;852;24;5149;5149;4438;0,0;4438;29938;0;5300
16.04.2023 23:00:00;100;0;0;18;1290;0;5131;5131;3840;0,0;3840;29340;0;5300
17.04.2023 00:00:00;100;0;0;17;1292;0;5125;5125;3833;0,0;3833;29333;0;5300
17.04.2023 01:00:00;91;0;0;1522;648;65;1883;1883;2801;0,0;2801;28301;0;0
17.04.2023 02:00:00;83;0;0;2023;2;2;0;0;2094;0,0;2094;27594;0;0
17.04.2023 03:00:00;74;0;0;1933;2;2;0;0;1701;0,0;1701;27201;0;0
17.04.2023 04:00:00;65;0;0;1919;2;2;0;0;1758;0,0;1758;27258;0;0
17.04.2023 05:00:00;70;0;2049;536;12;10;3645;3645;1959;0,0;1959;27459;0;5300
17.04.2023 06:00:00;79;0;1807;90;19;24;5127;5127;3291;0,0;3291;28791;0;5300
17.04.2023 07:00:00;86;0;1808;107;31;31;5126;5126;3378;0,0;3378;28878;5126;0
17.04.2023 08:00:00;97;0;2640;0;336;14;5479;5479;2328;0,0;2328;27828;5479;0
17.04.2023 09:00:00;100;0;442;12;2793;1;5890;5890;2673;0,0;2673;28173;5890;0
17.04.2023 10:00:00;100;0;0;17;6733;0;7609;7609;876;0,0;876;26376;7609;0
17.04.2023 11:00:00;100;0;0;17;9695;0;9208;9208;185;0,0;185;25685;9208;0
17.04.2023 12:00:00;100;0;0;17;7007;0;7671;7671;753;0,0;753;26253;7671;0
17.04.2023 13:00:00;100;0;0;17;6824;3;8004;8004;1364;0,0;1364;26864;8004;0
17.04.2023 14:00:00;100;0;0;17;10603;0;9677;9677;77;0,0;77;25577;9677;0
17.04.2023 15:00:00;100;0;0;17;7738;1;8440;8440;792;0,0;792;26292;8440;0
17.04.2023 16:00:00;100;0;0;226;696;18;8282;8282;7745;0,0;7745;33245;8282;0
17.04.2023 17:00:00;92;0;1;1494;901;201;7122;7122;7784;0,0;7784;33284;7122;0
17.04.2023 18:00:00;89;0;73;663;16;21;6333;6333;6706;0,0;6706;32206;6333;0
17.04.2023 19:00:00;99;0;2457;0;2950;2;6510;6510;850;0,0;850;26350;6510;0
17.04.2023 20:00:00;100;0;1;166;2582;24;5494;5494;3086;0,0;3086;28586;0;5300
17.04.2023 21:00:00;100;0;0;18;2516;2;5236;5236;2722;0,0;2722;28222;0;5300
